"id","name"
"fc9a5d778d2b94ed54d658bd","Uribe"
"dd6776d392eeea0a97c12810","Petro"
"09f288d58fc9aec0ff794ee2","Lopez"
"7ad6d2caf3f759f9de4c62cc","Petro"
"daa18d4244188a6fdb29a684","Lopez"
"954a297adab01b8bef899cf5","Uribe"
"8cd44dcb39d72b6996f60a40","Lopez"
"fb9e97d45f687843ecb9bf1f","Petro"
"92db9eb2a33aacbdba33703c","Uribe"
"d7b4ece820fe90968692b4a7","Lopez"
"07560ce31eefa9fc6923b0e4","Lopez"
"3e89908d84e21fa3777d9dab","Uribe"
"9e907f8fcc1e29b44b41fa90","Petro"
"a3a8392cba85078ead5685ff","Lopez"
"7bef307702f4273289b71529","Uribe"
"4b406838402adeb28328644d","Petro"
"ac68fff1457395d15d76a6ea","Uribe"
"0cebc6abf915e5e3a097d86e","Uribe"
"2400793568895a6f83e562cc","Lopez"
"b7de4040d46e27c1185248c2","Uribe"
"4ffc91c837115de848a021e6","Petro"
"7b9870a0ad9cc442160a944b","Petro"
"860eb9cc5692ea137d52e15a","Lopez"
"334b60ac88d6218049375661","Lopez"
"07686c4f3c2db27a3a5c962e","Uribe"
"e13f558334aadcf051ad8a31","Lopez"
"66f0a16aab5e605eb9555288","Petro"
"998d290402a6d87b2d64f0a9","Uribe"
"2f3922378541b089b40789e6","Uribe"
"6e7ea35dd49596a5f1c5868a","Uribe"
"b6f693d066e20308e6106e46","Uribe"
"51b3a997b2243009d4ad16a8","Uribe"
"4dae58a2f7440e9e143f5237","Lopez"
"72cdfe0752871a567e1bc2f2","Lopez"
"af431b39a2b3ff5c73c2d871","Petro"
"ae26a1bb7c5a1455538ab839","Petro"
"eeeccb2a53a4b7b85ed64578","Uribe"
"46abc31e8533ff04ca3eabc9","Uribe"
"ce33ee221874c8f83435ec6a","Uribe"
"d3ef2f2b8bdc991b972aab8e","Uribe"
"397821817e69e58ce7af0ebd","Lopez"
"d9f88bfca8cc35f574fdb5d1","Lopez"
"6dd08262bf972cc04dd5c49c","Uribe"
"cea1860e4684e7d22b76317d","Uribe"
"4effb70e0ae84fa57f777668","Lopez"
"1b10822c923651ce837df834","Uribe"
"1fb3b8fb397725b68fcc2aac","Lopez"
"14f3ec2faa570fb8c05054c9","Uribe"
"cc6ba16687026afaa52f6f69","Lopez"
"0f1bc06caa0deafd3fd14105","Petro"
"eb0441713b3fd0902a69678d","Uribe"
"f5541e11275c529f12ccfa3a","Lopez"
"fee75c345fbbe5608e72eaf3","Uribe"
"8e1279e482add11384af8881","Petro"
"1a1a1ad5339bc2e67c79283b","Uribe"
"b7de57444a32cffea54dfccf","Lopez"
"be0578b53c5f47aa9c708aa1","Uribe"
"e1eb48e00fd624f468d7623a","Lopez"
"e417d8badc01d72829a48238","Lopez"
"f2fb42fad2e85d315e526ba8","Lopez"
"c1a20de045a9178195700209","Lopez"
"dff2a0c06ac292833e371646","Lopez"
"76363acad90a28a20e898d4e","Uribe"
"eac83872d34e52f0fb04cd7e","Lopez"
"31438f0fc4d4b6d581ca84d8","Lopez"
"47e7ebf74c2a2a4da6703db9","Petro"
"c5e98bbbf79e2476d4dd5c23","Lopez"
"4697a210c2f83462b836f542","Uribe"
"0ccf8a78e7b60d5e99e7936d","Petro"
"369cf22c83157e07a85936fd","Lopez"
"a2f29764afb339fde964fd72","Uribe"
"142f89f564319a39b61576a6","Lopez"
"d1c63a527d88fe4c63541c17","Petro"
"91cb6474ec6cdfc550ff781e","Lopez"
"45e88a04d259dad6065c5d27","Uribe"
"761ab17ff4290853b2e447f4","Uribe"
"a79601417c5b7bd53cb0358d","Uribe"
"78efa189aa306c619207d7e4","Petro"
"d0d25cbcf45e7482380e55a1","Uribe"
"119b7b7d763365d46fb3a859","Uribe"
"b2816d36c5b9def0d9d24681","Petro"
"cdee13b895d5be1ac2ec52e2","Petro"
"e44bf113fb07e01674e09616","Uribe"
"91db2f4a5c7c2af177d5dc9c","Lopez"
"efa2cd8ec695140dda071d11","Uribe"
"95a2885e31bd897207c6bc6a","Petro"
"643eea505794c23db7723c3f","Uribe"
"b17d50b06562e018b27676d0","Uribe"
"1d8ca7ec735571065e84623b","Uribe"
"ece5c8e6f58e54705aa4deba","Uribe"
"a6106851fed006c6621e8ba0","Uribe"
"d38d3495488f72472db2e3ec","Lopez"
"5a015313b70b848557a3e780","Lopez"
"27f9d4fa64d9a80855160bd5","Uribe"
"3bd4e8c53cfee182f5668e21","Lopez"
"470f56cef2ac9df328f024fc","Lopez"
"8071857f0384bd77d551b880","Uribe"
"0bb4f4ef6197a74037eee44d","Uribe"
"f34316dec4793ef611e4b7ec","Lopez"
"aad46223abd73466772e6efa","Uribe"
"5db1f6eeb3bf8a80ed9f01be","Lopez"
"4b9ef778aa3d443d16ee1ab3","Petro"
"8f2c5cda1b858e6c81bed9df","Lopez"
"349a2674cc46b777bbeb0cc5","Uribe"
"37f4101a8216fda64fbc4b72","Petro"
"add32cdd2de05a319dd15120","Lopez"
"c9751f835df9469c065f6b91","Uribe"
"d7f41c9b7d875eaacd51a1da","Lopez"
"16aecc73ca11ba2e31a5736e","Petro"
"10b9ab86e7f7caefd03b4a11","Uribe"
"d0bb1bf40a5a5ebc064958e6","Uribe"
"ea5d6af2d444fcd3632afe49","Uribe"
"71f9be42f6906ce2995afd9e","Uribe"
"8accf953871ad4ef655953c6","Lopez"
"92fb319a1eb9efcf84f3cc99","Lopez"
"3605241e43cd0c7975b0ca8c","Uribe"
"9741525bc53443fbc043a3f9","Uribe"
"fb4f7d77dcbb6a7465dbb68d","Lopez"
"5d2726633bba88fa1188768d","Lopez"
"71dcc1a741c6b6f89558ec13","Petro"
"3d539594168a4f8e4f9bff41","Uribe"
"7ec6a9e0441820b8a197a0e6","Uribe"
"c1bbbaac8a2eb3dfaa5648ba","Lopez"
"35d8a9c3cf68079c926f5bd0","Uribe"
"176ca54f492b8d9e0b5aa1af","Lopez"
"7d0b5c20b48ff5658ddc19c2","Lopez"
"98e1063a6b96510f9733b46d","Uribe"
"4b95fb4eaaeee2c2781317d2","Uribe"
"04eed203fa724c3334a369dc","Uribe"
"f148eb4b4cd14da7d66905e6","Lopez"
"50ad00a394848f5ce9a34fab","Lopez"
"ca27c3734f5c557ec3305b7e","Uribe"
"b14de6fc59ecc4b87656f951","Lopez"
"f141eaaf113f89796694fa66","Uribe"
"e74ec93c0fa2bc9dce341c5d","Uribe"
"c916c019f7d048cb092d0824","Petro"
"9a1911ffecab1fe7524ef2f7","Uribe"
"d3c47926e15876bf29dedbe4","Uribe"
"66094c211a664f9a2250aea8","Uribe"
"4085a09db2132924e1096259","Uribe"
"0634b0184f7ba94d3d33950d","Petro"
"300f4210279e3f3c217945ed","Uribe"
"079dd081b77bfd1faf91cbf6","Uribe"
"406df033f1376f7a4e842d5f","Lopez"
"77e9d89f5c82c312565005e3","Uribe"
"7138f39541d7b83c8cef7176","Lopez"
"6c0b1bd2d54de1f60805804d","Uribe"
"585cee1e2bde8f99b34538b7","Lopez"
"8fcb34ccbf161a26c29e84da","Lopez"
"a734f522081d75ed380f4305","Uribe"
"9c62a2a802967dbad302b167","Petro"
"fa5902d07c9bf18c4415209d","Uribe"
"60d0642355433d15fa46026f","Petro"
"09ecf64ded8ac86c82d4650b","Lopez"
"011d958964bba3b69ff3fd3d","Lopez"
"16d0d489d8550e5b0613efed","Uribe"
"723d62a0a8cedc2f9dfd2044","Uribe"
"93e514ac17b47b0e2b9141f7","Petro"
"2d022a22ec7b41ccd08c2bd0","Uribe"
"0cac373d71a757acdb98a2c1","Lopez"
"8c5704c5e9ceabec9992e890","Uribe"
"35dfc891fab2e2742bffd999","Uribe"
"159d9d5a639589104af9d966","Petro"
"bb5e539203c1b5d216c2d088","Petro"
"97ecd340513f69da1ab267f1","Uribe"
"b0bae6ac6d4d340632095b8a","Uribe"
"e36a5052be9ad1db53b319f4","Petro"
"7f92ddd29941d5500d251a29","Uribe"
"1750bf3afcacf9be0c335e7e","Petro"
"c65d4ed7b2bd18b516ffc4da","Uribe"
"3d83457b8a05d698f161ac1c","Lopez"
"5e6ad29e45fb511282d2d6e0","Petro"
"4b35f689bddfeab77ccbd46a","Uribe"
"5d7ab6fbffd1664a12ec2004","Uribe"
"eb7933b2d4f98f7a8895ff6e","Lopez"
"939d1418f69ee0a172da70b9","Uribe"
"aae2b219a82da66b4444e77b","Uribe"
"cd5560e6355127afc9426562","Lopez"
"63b4c255d5d3a6b66dcdf664","Lopez"
"b8d3b59073452c56a1182d2a","Uribe"
"5c2157481ae20007ec62ad51","Lopez"
"85c99bae0c22a9c8ce4c3b73","Petro"
"002f4fbf364a63a08145fd66","Petro"
"b20f8952231bb56c3de07c46","Lopez"
"ac27428c1b6c67d7a1aea253","Uribe"
"32b682f99ea778cbd6016c02","Lopez"
"3f09ccc55014c6544b6a94e5","Petro"
"679f9c192abca3c099e949ba","Uribe"
"077008c57196f534b2def044","Lopez"
"aca1b8f9721bc4d1f94e7f03","Uribe"
"3ab1c5aea3aab07c34aa0f36","Petro"
"6a589be1384f2aa335031e20","Uribe"
"ad86fef9444fc0d4400123bd","Lopez"
"dbbb4f808b4d330053a63792","Lopez"
"1edba580ded83be78cb4b21f","Lopez"
"9ed72d293a0d4dfe586b29f7","Lopez"
"aa55639b1bbc8a1657abc636","Uribe"
"b125703b031609a8252ac391","Uribe"
"abae03f25fee6de9fd7121dc","Lopez"
"2f02158a5a09743b8f995620","Lopez"
"181b5b4e12985b1a77f4d036","Lopez"
"a85cb0da170fccfa5b45f024","Uribe"
"5a2692527dd81599eb093dfe","Uribe"
"ce7a8affb082c64fc3e421c0","Uribe"
"c1322e12ee24c91c4eb12ae7","Uribe"
"9c6323612c66b00419996691","Uribe"
"f8fdc5e5a3f1da78947e8c5e","Uribe"
"32e8420096fc6d5d4636a12d","Uribe"
"f7349efcdbeb3ca39640945f","Lopez"
"dd19a9f4f1966a361e38fc3c","Lopez"
"3c23016efab984758d000fef","Uribe"
"3aeaffbe96dc59a643ed2098","Uribe"
"6706f9cbfcf1ee9edcd1e815","Uribe"
"750f98592d12746dcf3d7f21","Uribe"
"a4211db6956af815db708e41","Petro"
"9af505b19cffddf7942406e2","Petro"
"b3cea5f2be1f29faa83f45f4","Uribe"
"688f1679853db38b206ca032","Uribe"
"d4e8b8998d9cabb60854865e","Uribe"
"523280dcd26acbef167d3e97","Uribe"
"a246417bbcc45dea4f72cf1e","Uribe"
"1e3770e2f3c3bf5a0ef4dbbd","Petro"
"1c689b3f2adf798602bd9029","Petro"
"ed81cd9ca5727e57f8de6647","Uribe"
"887d5cf5e302ab8d0b0a8116","Petro"
"0870a21c2663788e409e1189","Lopez"
"769601d214f43860ad0d19b3","Lopez"
"d0d1f44be6008b0f33bccda7","Petro"
"f4b75ebdbe0cf9241ee06fcd","Uribe"
"36156686f7c3c2bcf1646c68","Uribe"
"23ccd376507e265a2d9173ff","Uribe"
"0b5f0dc4c489ef98be3d0da3","Lopez"
"b51adcfdb2e9231cef683f99","Lopez"
"b2c9ce999b84de5e247760cf","Uribe"
"8140fa0675bfdb9dbef23640","Uribe"
"08adb96767b891dd63fb5d3c","Uribe"
"d4bed7960e83579dcf8a8540","Uribe"
"c6d07491db4682293b1f58c2","Lopez"
"7875aa533d3990d0493e5208","Uribe"
"d26c0df30f933abf243f7d7d","Uribe"
"adc57692a78cd6d36773cb28","Lopez"
"5f6d35d84cbd96e1af9de4bb","Lopez"
"42092aed82342f4caa28017f","Lopez"
"f87ad28555b85312d9e1c8ec","Lopez"
"d46b1b6be2a1ccc93385dcf3","Petro"
"b4728e82d883a972ac895c1b","Lopez"
"5a1ecdb5a7b577ca46d4fb39","Uribe"
"1fbe73997cb6e6c3d00cffdb","Uribe"
"8c663e1a9aaaf31384246f9d","Lopez"
"eb4244bd73ba05687549cb98","Uribe"
"68ae21092e607c6c4a76542b","Petro"
"2541d9afb40fec3f84e16035","Uribe"
"3c812ecfc2bc218fa7dde316","Uribe"
"51d63cb0106c1bc785b1392c","Petro"
"2a9bc38f4dc0672c446a3dcf","Uribe"
"383de279608d91d41392853e","Uribe"
"bf617bf7fc94108674e60a8a","Lopez"
"3ae59db9fa69245d578bbc35","Uribe"
"7dca95b1f6c56e3dd4d230be","Uribe"
"c361ece1b230da3cbef9a5a6","Uribe"
"ec7e75e3270c74476546dadf","Uribe"
"3c897efa5b19274f767d12e0","Petro"
"adb2835be0d97d1b326b9062","Petro"
"399fd0bab1b0c1cadee679af","Uribe"
"c85b5b3a15ee7f47a9efdd6d","Petro"
"786f8364167ac3b6e07aa1a2","Lopez"
"6064847b3db81454f92f7e7d","Lopez"
"64fba5de8f2178fc8982dca2","Lopez"
"535764686a7caa50084881d1","Lopez"
"27605d07efd4c3803da52de7","Uribe"
"2b484b62388c2523c0f37eb7","Lopez"
"7e77aeee0c2de519f3045c06","Lopez"
"baf0c2b8e42a35d0762f5532","Petro"
"1ad6eb6704de74cf40455840","Petro"
"79c77571a2b68101210e31ab","Uribe"
"59d27dd5fc1bde6631e38a45","Uribe"
"253562f39cc7e0c3da77a480","Lopez"
"bd592f4b54cdd5faa1cdd67f","Lopez"
"e0c9b29097dfd330af2960b6","Lopez"
"2e5f75b281dd79fe662d5db0","Uribe"
"0065b2e76dc65f2fd6d3d221","Uribe"
"0a68cd3d066faf0825e5ba38","Lopez"
"70b9e31e675410e4d9668527","Lopez"
"950f111b73546614083c9e39","Uribe"
"37f20f263af12cb4553ea6cf","Petro"
"4149b14d3fe3ceaf83773afe","Petro"
"9308d919eed9d5d262801d21","Lopez"
"a26f9727acfd4c145dc5c97c","Lopez"
"aaabab0e1219f11fc9400af5","Uribe"
"6e96cea97972881d1ff65cb3","Uribe"
"0fbbaad9476a2c6405660c6b","Lopez"
"c7ad99dcc6be32d759b41988","Petro"
"f797be31de596978d42ef2f1","Uribe"
"fc7561120a15b680b474339b","Petro"
"d8e5537335cfa7926c410110","Lopez"
"7033f92b400088d654d42831","Uribe"
"470f692c642baeda12ade912","Uribe"
"88ae8e07e960c313751bf892","Lopez"
"b3f7c6633a428476ef377401","Uribe"
"1b8684c3a6ecc2d14c68784e","Petro"
"4c3eb79261eb3a1cf27e0360","Lopez"
"1c7e474ed6f0013efcdbb803","Lopez"
"c788538382c7140bfad6b38e","Uribe"
"a2f023ac58c05854bb1ab48a","Uribe"
"c0b8e905ea06a0538cd61f4b","Uribe"
"2fec3e84f9cc469c337b37ec","Uribe"
"165d1ae319dc5feb5fceb4da","Lopez"
"c0ade7e9c86264570740d774","Petro"
"e09170fe6864fd26da443a60","Uribe"
"9a11f2e21b3ec475e8421f59","Petro"
"a54e69385151f45b1b59ef40","Lopez"
"db05eb3e4c4906dc6df79c49","Lopez"
"5ecada73328289aea2f9df61","Uribe"
"364d3332b56b39f5f651683d","Uribe"
"eee1b9c78d56aca07c2b10fe","Petro"
"5dfea6af8d6cb7668471b705","Petro"
"a791cdadede6248b0f2ef2ff","Uribe"
"faa3896ecdd9b3424df10263","Lopez"
"3d53bf2a764e4f4bfd446577","Uribe"
"8203c7f73bae988a4ad8f265","Uribe"
"91f36dab2419c3fb3b4f3786","Uribe"
"d3ff2cf3619b54a32f07e58a","Lopez"
"7d7c44b07ee211ced180eba5","Lopez"
"22d004e4e1d777e1a84d2de2","Uribe"
"70a68c956bb80859140e60bb","Uribe"
"fe27fdad93d6fdd8e498b614","Uribe"
"da3415fda30bc9ec34ac3c02","Uribe"
"49e84afca77489f4ef13064d","Uribe"
"fad62b2baa359aca01b929d3","Lopez"
"dea28dc4c66d32d14572feb5","Lopez"
"e95e25af3ed03f0d78078d04","Lopez"
"4c56bc819980ee06b36f09aa","Uribe"
"c293a2e42c8b562a341d925b","Petro"
"aee2ad45b4956ef4c961f572","Uribe"
"85e28c8193c2db7439693a86","Uribe"
"7de8c3469e148957c1d86742","Lopez"
"61b21347b86a4ec1c500c518","Uribe"
"c2f5704ab9c93d620222e47e","Uribe"
"96b3147c6946eb17b05f763a","Uribe"
"7c26d80b7e8eabdf621e0288","Uribe"
"559168feba1bcda1b0e36db3","Lopez"
"f075857f7411032c7581ecfe","Lopez"
"f6b16e9299e38c3c975b805e","Petro"
"4bb1f37984c20f2d48b69b7e","Uribe"
"1b060da4344dab2ed86700c2","Petro"
"1ecf2e57278aebdc6aefad22","Uribe"
"3c7043cbcaf2da61334cca89","Petro"
"224785f165da30cccd93d388","Lopez"
"6d2a5ecb8ab433c8894308da","Uribe"
"3326c98530c44691b8ddd8ea","Petro"
"f19f86f2a01ac4bbead03715","Uribe"
"d09e35cc5ad90d5b21fd0ce1","Lopez"
"f2624a18dbf6373e9feaaaa3","Uribe"
"ec958d3354eaa0b16c86dc21","Lopez"
"b6146ebc5c3afd6027d5856d","Uribe"
"30a1bdeed78ac5edc9c24b42","Lopez"
"12f0b62cee62be9a93c5de5f","Petro"
"6fdb8b671049c8c89d61de1d","Uribe"
"1abd9e2cef19afa129d98210","Petro"
"410330e8349c90db00cc12fe","Lopez"
"d076a97451d34d69c3d4bab3","Lopez"
"77e4912f46b59692fa5045cb","Lopez"
"bcac12d7e5bd554f083bd712","Uribe"
"8094f9538919086033096a94","Petro"
"5849c764f99c14e33099ddf7","Lopez"
"5c6cdb09ef629ab74370d50e","Petro"
"4811a27aa56f93bd236915f6","Lopez"
"308afc77ea18ff75fd7461a2","Petro"
"5bb701e9d50d5a6566d7d78e","Uribe"
"e898a0bc9b05ba479f1ee6ca","Uribe"
"e298610a755db89cf47dc834","Uribe"
"02dfdaafe4de462c614fca14","Petro"
"2d4a80c37ec3ca654ada0280","Petro"
"dfbd7ce456b2f6d0f7ec4b9a","Lopez"
"093da6c81c92368643d138a8","Uribe"
"3e0d3455eafb84ce80e9f71c","Lopez"
"19cb47abe397413f9de04a1d","Uribe"
"fa65701e072051ae9d1f4a22","Petro"
"6629ecc4049847b205fd0a34","Lopez"
"14b178a687caea4cee33c50e","Lopez"
"7815c79fa9319feaf4f110e8","Petro"
"a0f259c6523ce3078ccf528d","Uribe"
"7082885925922a68b4499362","Uribe"
"bfd14bbf8d59d3415ceb6a01","Uribe"
"bc52134a05c071691b153994","Petro"
"b97540cded85713f86556172","Petro"
"da9915c452ca91717b36a7e0","Uribe"
"d7aac7f808b202801e21b7b4","Lopez"
"40a4839301e8c19b28badf2b","Lopez"
"93a40478b65991d5aec7327a","Lopez"
"630a7978f7bd5ace61e4e179","Lopez"
"50c86dcb9f4f80448151c01f","Uribe"
"644ea4ccb122fc4f4b3c51fe","Uribe"
"3cd35d293b026123349c1e9f","Uribe"
"401e5041a80d471169d0163d","Lopez"
"9abce5fe6fdf20b866885003","Petro"
"33c5e9ce17b462b5ece47919","Uribe"
"0837d831077d32d987a384cd","Petro"
"7ba434da1e286e3969868d18","Lopez"
"1e7e3b88b3ec4cedbce3ad09","Uribe"
"5bb955eeb0dc94520d24307f","Uribe"
"5e9f9758f1810b049449f6f4","Uribe"
"49b56acdc0f7c5ea8dddd536","Uribe"
"1bcf692546bf3a97b79f8740","Lopez"
"872088e619f13ea4361aa89b","Uribe"
"68304e23c8c7a3f137bc76da","Uribe"
"56117bc5dc86e5698d55d809","Uribe"
"a9971a2e5c0810d720b56842","Lopez"
"47c295d660f42c03073ef052","Uribe"
"c1299a4a32275bcc2d9bbb19","Uribe"
"33fd1c523761d8b9656c1cdb","Uribe"
"6202e83896a4e2f3a3be986f","Uribe"
"ae33b91e9537ec0e972d2b1a","Uribe"
"7f2a332283ab49bb82835a6f","Lopez"
"19ef053f142ee929afe92823","Uribe"
"460f2af08b179d9b25f4ba23","Lopez"
"0c32bebe41d112711b25ca81","Uribe"
"920eff6b0444c2a66eb24be1","Lopez"
"934b995543c0d48e41b45aab","Uribe"
"7817e1b28173fcf337ee265d","Uribe"
"95e5d392bd586b12111bd146","Uribe"
"f637a64d8983c0addba24746","Lopez"
"614c9d396ed9b04d757a0626","Petro"
"604c2ae2363c9a417cbf6a35","Uribe"
"87bde91e28d3b1454856ea20","Petro"
"3c04807271a63e90ca7d55b4","Lopez"
"ebbaaf59b2159a138af8ea0f","Uribe"
"062e109f011330eb20256df5","Uribe"
"6cce9e9aed6eb500b16021f3","Uribe"
"d8d0b89d03a2907408489fb4","Uribe"
"2f6d65341cb674ecb72b2bae","Lopez"
"bf145a9599a678f36306d2bb","Lopez"
"f63588a15b8a08dd05325153","Petro"
"bdfbb86a93662208a7135549","Lopez"
"7052021a3a97cad444915bf2","Lopez"
"323127a66852dd753c7dd557","Uribe"
"961c3a3d8ad5e8d46d5e5bfd","Petro"
"d3c8841a826e0cdb73bc60e8","Uribe"
"a8679943912b16d1082d23be","Uribe"
"31f85346d9a82d406f2470ef","Uribe"
"4fecc889da8f9a94be88c82e","Uribe"
"31c40b50efad5fbf361cf93c","Petro"
"fb40dd0b1a2f6aea45c9b5df","Uribe"
"d58a7045069b014077231c26","Uribe"
"c9a8b0356517bac7aadcfb8d","Petro"
"1385870b3a3ee92c1b9d6f88","Uribe"
"1d01b3b255ea835a7800671f","Lopez"
"9d29cd346756691b47af0ae6","Lopez"
"df881015a945f340460cdc1d","Uribe"
"35da5c62747e2b542ec60663","Uribe"
"cc11bf79219d292771d5eef4","Lopez"
"2d6476fb38fd3b7e4d513dad","Petro"
"466cfbd73445fd6cacdf0766","Lopez"
"821532c18bd3b7ba001f21d8","Uribe"
"79805f228fae27dafe06db0e","Uribe"
"07a0ab43a0b694082b739229","Lopez"
"1ab66e86bae7275209f4704d","Petro"
"3bdfdff655a29ed09a4ac157","Lopez"
"40b2763e45bbd06a525299fd","Petro"
"a7d861f96f770ead1f7591f9","Uribe"
"5dfed7daabcd7c9af590e795","Lopez"
"7b38ada9093773a0abc5ebb5","Uribe"
"9bedbdfd7a67afa6f9d93b3a","Uribe"
"4f8aae5b0c185f78e1d6b0c7","Uribe"
"12ce961ebec1fbc182a655d7","Uribe"
"1e9a4958339172472d879784","Lopez"
"5c816f4e3644bcf30006be92","Uribe"
"cb1212a554cb5f26b7512557","Uribe"
"5c1140e972ac1f9cb419eab3","Lopez"
"0e12fc4e60d65fc3d5698479","Uribe"
"5e5142e8bae85e1751d4a6e5","Petro"
"2fe5c4d0440bc4cd4481bb22","Lopez"
"68775d0f67955bfc3f0764b6","Petro"
"0495468425df8f4503d04597","Petro"
"dc99cd10fc7395361ef76372","Uribe"
"2e976dd7c963dfe6ceb7e058","Uribe"
"b1eaaa01665f8a030308e12a","Uribe"
"96976ec3dfb572afc475e553","Uribe"
"46956632e7f433927a893eeb","Petro"
"c30e41c091d9514907e6e0f9","Petro"
"9228e2249e2ea9ce89c7a18b","Lopez"
"a608ce6813f34d978fd7c249","Lopez"
"e232484c8827871edd99f2c8","Petro"
"58a02b517e77d5d174596df9","Petro"
"a52f5e2fc1e3585a609ebf95","Uribe"
"24a624af63e3162ddd10522c","Petro"
"b9ccbbe7fd663e11daacf18a","Lopez"
"fd4071b0d8b9677aeb14b67b","Lopez"
"43019005d26d6b9d6ae55898","Lopez"
"582e0817d945c541b2c43baf","Uribe"
"27e1177c5d28df71b2dfedc6","Uribe"
"8ab1bbc618e7c186bcba4b8e","Lopez"
"8c91e6a2fabfd76085c2a93e","Petro"
"5d28f45869f17299db492ebd","Lopez"
"79d09f80698f62738228ea8a","Uribe"
"0d5085ef14e4a1cd93ef6057","Petro"
"775b968146a8d8d79e37201a","Petro"
"1595f7ef3098ada64dfdc879","Lopez"
"8e3b1683c7a2af034523f439","Uribe"
